ID	Question	DBpedia	MusicBrainz	Wikidata	YAGO	LinkedMDB
380	What is the capital of Canada?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Canada dbo:capital ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q16 wdt:P36 ?item SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT ?label WHERE {res:Canada res:hasCapital ?uri .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )} 	X
381	Who is the mayor of Tel Aviv?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Tel_Aviv dbo:leaderName ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { wd:Q33935 wdt:P6 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
382	What form of government does Russia have?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Russia dbo:governmentType ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q159 wdt:P122 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
383	Show me the book that Muhammad Ali wrote.	 	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P31* wd:Q571 ; wdt:P50 wd:Q36107 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	SELECT DISTINCT ?o  WHERE { <http://yago-knowledge.org/resource/Muhammad_Ali_(writer)> <http://yago-knowledge.org/resource/hasCitationTitle> ?o . }	X
384	Who was the first to climb Mount Everest?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Mount_Everest dbo:firstAscentPerson ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q513 p:P793 ?statement . ?statement ps:P793 wd:Q1194369. ?statement pq:P710 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
386	What is the currency of the Czech Republic?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Czech_Republic dbo:currency ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { wd:Q213 wdt:P38 ?item SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	SELECT DISTINCT ?label  WHERE {      <http://yago-knowledge.org/resource/Czech_Republic> <http://yago-knowledge.org/resource/hasCurrency> ?uri.      ?uri rdfs:label ?label.    FILTER langMatches( lcase(lang(?label)), "eng" ) }	X
387	Where in France is sparkling wine produced?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:wineProduced res:Sparkling_wine ; dbo:location res:France; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	X	X	X
389	Which movies starring Mickey Rourke were directed by Guy Ritchie?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Film ; dbo:starring res:Mickey_Rourke ; dbo:director res:Guy_Ritchie; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P57 wd:Q192990; wdt:P161 wd:Q178552 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT ?label WHERE {res:Mickey_Rourke res:actedIn ?uri .res:Guy_Ritchie res:directed ?uri .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )} 	PREFIX lmdbm: <http://data.linkedmdb.org/resource/movie/>  PREFIX lmdba: <http://data.linkedmdb.org/resource/actor/>  PREFIX lmdbd: <http://data.linkedmdb.org/resource/director/>  SELECT DISTINCT ?label WHERE { ?uri a lmdbm:film ;  lmdbm:actor lmdba:32741 ;  lmdbm:director lmdbd:8659; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "" )  }
390	In which films did Julia Roberts as well as Richard Gere play?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Film ; dbo:starring res:Julia_Roberts ; dbo:starring res:Richard_Gere; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P31 wd:Q11424 . ?item wdt:P161 wd:Q40523; wdt:P161 wd:Q48410 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	SELECT DISTINCT ?o WHERE {<http://yago-knowledge.org/resource/Julia_Roberts> <http://yago-knowledge.org/resource/actedIn> ?o.  <http://yago-knowledge.org/resource/Richard_Gere> <http://yago-knowledge.org/resource/actedIn> ?o .} 	PREFIX lmdbm: <http://data.linkedmdb.org/resource/movie/>  PREFIX lmdba: <http://data.linkedmdb.org/resource/actor/>  SELECT DISTINCT ?label WHERE { ?uri a lmdbm:film ;  lmdbm:actor lmdba:29532 ;  lmdbm:actor lmdba:30457; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "" ) }
391	Show me Hemingway's autobiography.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:author res:Ernest_Hemingway ; dbo:literaryGenre res:Autobiography; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P136 wd:Q4184; wdt:P50 wd:Q23434 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
393	What are the five boroughs of New York?	PREFIX dbo: <http://dbpedia.org/ontology/> SELECT DISTINCT ?label WHERE { ?uri dbo:governmentType <http://dbpedia.org/resource/Borough_(New_York_City)>; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )  }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P31 wd:Q408804 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT ?label WHERE {?uri a res:wikicat_Boroughs_of_New_York_City .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )} 	X
394	Give me all Canadian Grunge record labels.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:RecordLabel ; dbo:genre res:Grunge ; dbo:country res:Canada; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel ?genreLabel WHERE { ?item wdt:P17 wd:Q16 . ?item wdt:P31 wd:Q18127 . ?item wdt:P136 wd:Q11365 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
395	In which country does the Ganges start?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Ganges dbo:sourceCountry ?uri. ?label rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q5089 wdt:P885 ?x . ?x wdt:P17 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
396	Who is the founder of Penguin Books?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { res:Penguin_Books dbo:founder ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT ?itemLabel WHERE { wd:Q1336200 wdt:P112 ?item SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT ?label WHERE {?uri res:created res:Penguin_Books .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )} 	X
397	Who wrote the Game of Thrones theme?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Game_of_Thrones dbo:composer ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { wd:Q23572 wdt:P942 ?song . ?song wdt:P86 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT ?label WHERE {?uri res:wroteMusicFor res:Game_of_Thrones .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )} 	X
398	Who is the president of Eritrea?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Eritrea dbo:leader ?uri ; dbo:leaderTitle "President"@en. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q986 wdt:P35 ?item SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT ?label WHERE {?uri a res:wikicat_Presidents_of_Eritrea .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )} 	X
399	In which city did John F. Kennedy die?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { res:John_F._Kennedy dbo:deathPlace ?uri . ?uri rdf:type dbo:City; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { wd:Q9696 wdt:P20 ?p . ?p wdt:P131 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT ?label WHERE {<http://yago-knowledge.org/resource/John_F._Kennedy> res:diedIn ?uri .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )} 	X
400	What is the highest mountain in Australia?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Mountain ; dbo:locatedInArea res:Australia ; dbo:elevation ?elevation; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?elevation) LIMIT 1	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P31 wd:Q8502 . ?item wdt:P17 wd:Q408 . ?item wdt:P2044 ?elevation . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?elevation) LIMIT 1	X	X
402	Give me the currency of China.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:China dbo:currency ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { wd:Q148 wdt:P38 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT ?label WHERE {?uri res:created <http://yago-knowledge.org/resource/Farmers'_Almanac> .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )} 	X
403	Give me all Swedish oceanographers.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:field res:Oceanography ; dbo:birthPlace res:Sweden; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P31 wd:Q5.  { ?item wdt:P27 wd:Q34 } UNION { ?item wdt:P19/wdt:P17 wd:Q34 }   { ?item wdt:P106 wd:Q3546255 } UNION { ?item wdt:P101 wd:Q43518 }  SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT ?label WHERE {?uri a res:wikicat_Swedish_oceanographers .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )}  	X
404	In which city are the headquarters of the United Nations?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { res:Headquarters_of_the_United_Nations dbo:location ?uri . ?uri rdf:type dbo:City; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { wd:Q11297 wdt:P131+ ?item. ?item wdt:P31/wdt:P279? wd:Q515 SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT ?label WHERE {res:United_Nations res:locatedIn ?uri .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )} 	X
406	In which countries do people speak Japanese?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Country ; dbo:language res:Japanese_language; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P31* wd:Q6256 . ?item wdt:P37 wd:Q5287 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	SELECT DISTINCT  ?o WHERE {    ?s <http://yago-knowledge.org/resource/hasOfficialLanguage> <http://yago-knowledge.org/resource/Japanese_language>. ?s <http://yago-knowledge.org/resource/infobox/en/country> ?o }	X
407	Which of Tim Burton's films had the highest budget?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { ?uri dbo:director res:Tim_Burton ; dbo:budget ?b; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY ?b OFFSET 0 LIMIT 1	X	SELECT ?itemLabel WHERE { ?item wdt:P162 wd:Q56008 . ?item wdt:P2130 ?cost . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?cost) LIMIT 1	X	
408	Which museum in New York has the most visitors?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Museum ; dbo:location res:New_York_City ; dbo:numberOfVisitors ?num ; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY DESC(?num) OFFSET 0 LIMIT 1	X	SELECT DISTINCT ?itemLabel WHERE { {?item wdt:P31* wd:Q207694} UNION {?item wdt:P31* wd:Q33506 .} ?item wdt:P131 ?location . ?item wdt:P1174 ?num . ?location wdt:P131 wd:Q60 . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?num) OFFSET 0 LIMIT 1	SELECT DISTINCT ?x ?o  WHERE {?x  <http://yago-knowledge.org/resource/isLocatedIn>        <http://yago-knowledge.org/resource/New_York_City>. ?x <http://yago-knowledge.org/resource/infobox/en/visitors> ?o.          } GROUP BY ?x ORDER BY ASC(?o) LIMIT 1	X
409	What was the first Queen album?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Album ; dbo:artist <http://dbpedia.org/resource/Queen_(band)> ; dbo:releaseDate ?d; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } GROUP BY ?label ORDER BY ASC(?d) OFFSET 0 LIMIT 1	PREFIX purl: <http://purl.org/dc/elements/1.1/> PREFIX mb: <http://purl.org/ontology/mo/> SELECT ?label WHERE { ?q a mb:MusicGroup . ?q foaf:name ?name . FILTER( str(?name) = 'Queen' ) ?q foaf:made ?release . ?release a mb:Release . ?release purl:title ?label . ?relevent a mb:ReleaseEvent . ?relevent mb:release ?release . ?relevent purl:date ?date} ORDER BY ?date LIMIT 1	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P175 wd:Q15862 . ?item wdt:P577 ?d . SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY ASC(?d) OFFSET 0 LIMIT 1	X	X
410	What was the first name of the band Queens of the Stone Age?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Queens_of_the_Stone_Age dbo:alias ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	PREFIX purlo: <http://purl.org/ontology/mo/> PREFIX foaf: <http://xmlns.com/foaf/0.1/> PREFIX skos: <http://www.w3.org/2004/02/skos/core#> SELECT DISTINCT ?label WHERE { ?band a purlo:MusicGroup . ?band skos:altLabel ?label . ?band foaf:name "Queens of the Stone Age" . }	SELECT DISTINCT ?itemLabel WHERE { wd:Q1243718 skos:altLabel ?itemLabel }	X	X
411	What was the last movie with Alec Guinness?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?label WHERE { ?uri rdf:type dbo:Film ; dbo:starring res:Alec_Guinness ; dbo:releaseDate ?date; rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) } ORDER BY DESC(?date) LIMIT 1	X	SELECT DISTINCT ?itemLabel WHERE { ?item wdt:P31 wd:Q11424 . ?item wdt:P161 wd:Q170572 . ?item wdt:P577 ?date SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } } ORDER BY DESC(?date) LIMIT 1	SELECT DISTINCT ?label WHERE {     <http://yago-knowledge.org/resource/Alec_Guinness> <http://yago-knowledge.org/resource/actedIn> ?uri.    ?uri a <http://yago-knowledge.org/resource/wordnet_movie_106613686>;         rdfs:label ?label;         <http://yago-knowledge.org/resource/wasCreatedOnDate> ?date.      FILTER langMatches( lcase(lang(?label)), "eng" ) }ORDER BY DESC(?date) LIMIT 1	X
412	Give me all actors starring in Last Action Hero.	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX res: <http://dbpedia.org/resource/> SELECT DISTINCT ?label WHERE { res:Last_Action_Hero dbo:starring ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" )}	X	SELECT ?itemLabel WHERE { wd:Q858840 wdt:P161 ?item SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	PREFIX res: <http://yago-knowledge.org/resource/>PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX info: <http://yago-knowledge.org/resource/infobox/en/>SELECT ?label WHERE {?uri res:actedIn res:Last_Action_Hero .?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "eng" )} 	PREFIX lmdbm: <http://data.linkedmdb.org/resource/movie/>PREFIX lmdba: <http://data.linkedmdb.org/resource/actor/>PREFIX lmdbd: <http://data.linkedmdb.org/resource/director/>SELECT DISTINCT ?label  WHERE { <http://data.linkedmdb.org/resource/film/39882> lmdbm:actor ?uri. ?uri rdfs:label ?label.} 
413	Who discovered Pluto?	PREFIX dbo: <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?label WHERE { dbr:Pluto dbo:discoverer ?uri. ?uri rdfs:label ?label. FILTER langMatches( lcase(lang(?label)), "en" ) }	X	SELECT ?itemLabel WHERE { wd:Q339 wdt:P61 ?item SERVICE wikibase:label { bd:serviceParam wikibase:language "[AUTO_LANGUAGE],en". } }	X	X
